70000_a,fillSnooper
212751_a,doesSideHaveHoles
212761_a,createStream
212764_b,getPos
212765_a,read
212766_a,getFrameNameWithPos
212767_e,getFrameName
212768_c,getRotation
212769_d,getEntityId
212770_a,write
212775_b,save
212802_dB,hasGroupLeader
212805_dG,moveToGroupLeader
212806_dI,decreaseGroupSize
212807_dH,increaseGroupSize
212808_dC,leaveGroup
212809_dF,inRangeOfGroupLeader
212811_dD,canGroupGrow
212812_dE,isGroupLeader
212815_a,setDeferredTileEntity
212825_a,getNewCooldown
212826_d_,doCast
212827_a_,poll
212828_a_,enqueue
212829_b_,deserialize
212831_a_,startExecuting
212832_a_,shouldExecute
212833_d_,updateTask
212834_g_,shouldContinueExecuting
212835_f_,resetTask
212840_b_,acceptCondition
212841_b_,acceptFunction
212843_a_,setLivingAnimations
212846_b_,read
212847_a_,write
212849_a_,getChunk
212850_a_,isAggressive
212852_a_,getPositions
212853_a_,apply
212854_a_,prepare
212858_b_,copy
212859_a_,makeArea
212860_a_,makeArea
212861_a_,makeArea
212862_c_,cast
212863_j_,getLightManager
212864_k_,getWorld
212866_a_,getChunk
212868_a_,shouldCarve
212869_a_,run
212871_a_,enqueue
212872_a_,update
212873_a_,getContainer
212874_c_,canRun
212875_d_,wrapTask
212910_m,reset
212913_a,isTargetNamedMenuProvider
212915_c,getLineBrightness
212916_i,getChunk
212919_h,getServerChunk
212921_a,resetChunk
212922_g,getWorld
212927_b,mouseMoved
212928_a,setFocusedDefault
212930_a,getEventListenerForPos
212932_b,setListenerDefault
212942_a,isChecked
212950_m,delete
212951_d,onTextChanged
212952_l,setX
212953_l,isEnabled
212954_a,setResponder
212955_f,canWrite
212969_a,isPauseScreen
212970_a,loadLogoTexture
213022_a,confirmCallback
213050_a,accept
213087_a,deleteDemoWorld
213097_a,loadAsync
213131_a,clearObj
213136_a,setName
213140_a,inline
213142_bd,getName
213143_f,reschedule
213144_a,create
213145_a,driveWhile
213146_a,setActive
213148_e,driveOne
213149_c,shouldSchedule
213150_d,isActive
213151_b,clearActive
213159_be,dropTasks
213160_bf,drainTasks
213161_c,driveUntil
213162_bc,isOnExecutionThread
213164_aw,shouldDeferTasks
213165_a,deferTask
213166_h,run
213167_f,runImmediately
213168_p,driveOne
213169_a,supplyAsync
213170_ax,getExecutionThread
213175_b,createExecutionThread
213176_a,restart
213178_c,run
213182_bg,isTaskRunning
213185_aS,getProfiler
213186_a,loadInitialChunks
213189_a,sendDifficultyToPlayer
213199_b,isServerOwner
213201_w,isThreadAlive
213202_o,runScheduledTasks
213205_aW,driveOneInternal
213207_aT,getBackgroundExecutor
213208_c,setServerId
213209_d,setDifficultyLocked
213210_aR,getFrameTimer
213211_a,save
213221_d_,getServerProperties
213226_a,updateWindowSize
213228_a,setGameFocused
213229_ar,getMinecraftGame
213231_b,unloadWorld
213237_g,reloadResources
213239_aq,getProfiler
213241_c,updateScreenTick
213243_aC,getFramerateLimit
213245_w,scheduleResourcesRefresh
213248_ap,getPotionSpriteUploader
213250_au,getLoadingGui
213253_a,getSearchTree
213254_o,unloadWorld
213256_aB,checkMissingData
213257_b,updateWorldRenderer
213263_ao,getPaintingSpriteUploader
213268_a,setLoadingGui
213269_at,getSplashes
213281_b,writeAdditional
213282_i,pushOutOfBlocks
213283_Z,getPose
213284_aV,updatePortal
213286_i,getUpVector
213293_j,setMotion
213295_a,setMotionMultiplier
213296_b,horizontalMag
213297_N,createSpawnPacket
213298_c,isPoseClear
213299_a,getAbsoluteMotion
213300_bk,isVisuallySwimming
213301_b,setPose
213302_cg,getHeight
213303_ch,getPositionVec
213304_a,calculatePistonDeltas
213305_a,getSize
213306_e,getAllowedMovement
213307_e,getEyeHeight
213308_a,handlePistonMovement
213309_a,moveRelative
213311_cf,getWidth
213312_b,setPacketCoordinates
213313_a,getAllowedMovement
213314_bj,isActualySwimming
213315_a,move
213316_a,getEyeHeight
213317_d,setMotion
213319_R,detach
213320_d,calculateUpVector
213321_d,getBoundingBox
213322_ci,getMotion
213323_x_,recalculateSize
213324_a,pick
213332_m,setIdleTime
213333_a,dropSpecialItems
213334_d,sendBreakAnimation
213335_r,getRelevantMoveFactor
213336_c,canAttack
213337_cE,dropInventory
213339_cH,getBlockState
213340_A,getVisibilityMultiplier
213342_e,startSleeping
213343_cS,getArmorCoverPercentage
213344_a,canAttack
213345_d,spawnDrops
213346_cF,getLootTableResourceLocation
213348_b,getStandingEyeHeight
213349_a,applyFoodEffects
213350_d,equipmentSlotToEntityState
213351_c,getDrinkSound
213352_e,travel
213353_d,getEatSound
213354_a,dropLoot
213355_cm,getRenderScale
213356_f,findAmmo
213357_a,onFoodEaten
213358_a,canAttack
213359_p,isInValidBed
213361_c,sendBreakAnimation
213362_f,handleOnClimbable
213363_a,getLootContextBuilder
213364_a,createBrain
213365_e,canPickUpItem
213366_dy,wakeUp
213369_d,setBedPosition
213370_a,setSleepingPosition
213371_e,constructKnockBackVector
213372_dw,clearBedPosition
213373_a,attemptTeleport
213374_dv,getBedPosition
213375_cj,getBrain
213376_dz,getBedDirection
213380_a,canSpawn
213381_d,setVehicleEntityId
213383_dH,isWithinHomeDistanceCurrentPosition
213384_dI,getHomePosition
213385_F,updateMovementGoalFlags
213386_a,onInitialSpawn
213387_K,sendDebugPackets
213389_a,isWithinHomeDistanceFromPosition
213390_a,setHomePosAndDistance
213391_dJ,getMaximumHomeDistance
213392_I,preventDespawn
213394_dL,detachHome
213395_q,setAggroed
213396_dB,getFaceRotSpeed
213397_c,canDespawn
213398_dR,isAggressive
213403_a,attackEntityPartFrom
213404_dT,getDragonParts
213406_a,onChildSpawnFromEgg
213413_ef,getCatType
213414_ei,getCollarColor
213417_a,setCollarColor
213422_r,setCatType
213423_ee,getCatTypeName
213443_j,getStewEffect
213444_dV,getMooshroomType
213446_a,setMooshroomType
213451_t,setCrouching
213453_ef,isCrouching
213455_dW,isSitting
213464_j,canEatItem
213465_b,addTrustedUUID
213466_r,setSitting
213468_c,isTrustedUUID
213471_dV,getVariantType
213472_dX,isStuck
213473_el,isFoxAggroed
213474_a,setVariantType
213479_ek,getTrustedUUIDs
213482_w,setFoxAggroed
213485_x,setSleeping
213486_l,spawnItem
213492_v,setStuck
213495_k,spitOutItem
213501_ej,setAttackGoals
213505_d,setFoxFlag
213507_r,getFoxFlag
213528_r,setTrusting
213530_dX,isTrusting
213536_eg,getHiddenGene
213537_eq,canPerformAction
213541_b,setHiddenGene
213544_dV,getUnhappyCounter
213545_a,getGenesForChildFromParents
213547_u,getPandaFlag
213548_j,isBreedingItemOrCake
213549_ef,getMainGene
213554_ep,setAttributes
213557_el,isPlayful
213559_es,getEatCounter
213562_s,setSneezeCounter
213568_eA,getOneOfGenesRandomly
213569_ek,isWorried
213571_t,setEatCounter
213582_en,isWeak
213584_ej,isLazy
213585_ee,getSneezeCounter
213586_eB,tryToSit
213587_d,setPandaFlag
213588_r,setUnhappyCounter
213589_a,setMainGene
213610_a,getRandomRabbitType
213611_a,createDyeColorCraftingInventory
213623_ec,idle
213624_b,fireArrow
213630_eb,isLeader
213631_g,setPatrolTarget
213632_ea,hasPatrolTarget
213633_ef,isPatrolling
213634_ed,notInRaid
213635_r,setLeader
213636_ee,resetPatrolTarget
213637_dY,canBeLeader
213638_dZ,getPatrolTarget
213642_em,getWave
213644_t,setCanJoinRaid
213651_a,setWave
213652_a,setRaid
213653_b,setJoinDelay
213654_dW,getRaidLossSound
213655_u,setCelebrating
213656_en,getCelebrating
213657_el,isRaidActive
213658_ej,canJoinRaid
213660_a,applyWaveBonus
213661_eo,getJoinDelay
213663_ek,getRaid
213671_a,setCharging
213675_dX,isCharging
213686_ei,roar
213688_a,launch
213700_eh,getVillagerData
213702_q,setXP
213703_a,setClientSideOffers
213704_a,onTrade
213705_dZ,hasXPBar
213706_dY,getOffers
213707_a,openMerchantContainer
213708_dV,getXp
213711_eb,playCelebrateSound
213712_ef,populateTradeData
213713_b,onVillagerTrade
213714_ea,getYesSound
213715_ed,getVillagerInventory
213716_dX,hasCustomer
213717_a,addTrades
213718_a,spawnParticles
213719_ec,getShakeHeadTicks
213720_r,setShakeHeadTicks
213721_r,getVillagerYesNoSound
213726_g,setWanderTarget
213727_eh,getWanderTarget
213728_s,setDespawnDelay
213735_eg,getDespawnDelay
213739_a,updateReputation
213740_f,displayMerchantGui
213741_eu,canLevelUp
213742_a,resetMemoryPoint
213743_em,canBreed
213744_a,initBrain
213748_et,resetAllSpecialPrices
213750_eg,resetCustomer
213751_ew,getFoodValueFromInventory
213753_a,setVillagerData
213756_es,shakeHead
213758_s,decrFoodLevel
213759_ey,trySpawnGolem
213761_t,setXp
213762_g,recalculateSpecialPricesFor
213765_en,eat
213766_ei,restock
213767_ej,playWorkstationSound
213768_b,setOffers
213770_a,resetBrain
213789_a,setEXP
213790_g,setOffers
213791_a,cureZombie
213792_a,setVillagerData
213799_eF,createChild
213800_eB,isTraderLlama
213806_q,getPuffSize
213815_f,breakArmorStand
213817_e,damageArmorStand
213818_a,openMerchantContainer
213819_a,trySleep
213823_a,playSound
213824_a,addParticlesAroundSelf
213826_a,openJigsaw
213829_a,openContainer
213832_dB,updatePose
213839_ed,handlePortalTeleportation
213842_M,getManagedSectionPos
213844_a,sendChunkLoad
213845_a,sendChunkUnload
213850_a,setManagedSectionPos
213855_a,create
213865_o,setShotFromCrossbow
213866_a,rayTraceEntities
213867_k,getHitEntitySound
213868_a,onEntityHit
213869_a,setHitSound
213872_b,setPierceLevel
213873_r,getShotFromCrossbow
213874_s,getPierceLevel
213884_b,setItem
213885_i,getDefaultItem
213887_n,makeParticle
213896_l,getStack
213898_b,setStack
213900_a,isNormalCube
213901_a,count
213902_a,hasAny
213903_a,setCustomName
213904_e,canOpen
213905_a,canUnlock
213906_a,createMenu
213907_g,getDefaultName
213927_a,checkBeaconLevel
213939_a,ring
213962_h,barrelTick
213963_a,setOpenProperty
213964_r,scheduleTick
213965_a,playSound
213968_a,createContainer
213976_a,calculatePlayersUsing
213977_a,calculatePlayersUsingSync
213978_f,cookAndDrop
213980_a,findMatchingRecipe
213981_s,inventoryChanged
213982_r,addParticles
213983_d,writeItems
213984_a,addItem
213985_c,getInventory
213986_d,dropAllItems
213991_b,isFuel
213992_a,addItemTagBurnTime
213996_a,addItemBurnTime
213997_a,getBurnTime
214001_f,getBurnTimes
214005_h,getCookTime
214006_r,isBurning
214007_c,smelt
214008_b,canSmelt
214024_h,getClientSideExp
214033_c,getBook
214034_r,getComparatorSignalLevel
214035_a,setPage
214039_a,createCommandSource
214040_a,setBook
214041_g,getPage
214042_s,bookRemoved
214045_a,setBook
214046_f,hasBook
214047_b,ensureResolved
214054_f,getFinalState
214055_a,setFinalState
214066_f,getTextColor
214068_a,setTextColor
214074_b,getRandom
214075_a,renameItem
214080_a,searchTags
214108_a,drawMapItem
214111_b,containerChange
214142_b,drawRecipesItems
214143_c,canScroll
214144_b,getHiddenRows
214145_d,onInventoryUpdate
214151_f,updateButtons
214152_a,getPageCount
214153_b,showPage2
214157_a,nbtPagesToStrings
214160_a,showPage
214162_b,addDoneButton
214163_e,nextPage
214164_c,addChangePageButtons
214165_d,previousPage
214193_h,getCurrPageText
214196_c,keyPressedInTitle
214198_a,sendBookToServer
214199_a,getPageCount
214213_e,trimEmptyPages
214214_c,nextPage
214215_f,addNewPage
214228_b,previousPage
214229_d,updateButtons
214230_b,keyPressedInBook
214333_a,addOption
214334_a,addOption
214335_a,addOptions
214382_a,create
214384_a,create
214468_a,register
214469_f,getCreatureSpawnList
214553_a,placeSpike
214557_a,getStartFactory
214563_a,distance
214621_a,canPlaceOn
214627_k,getStructure
214633_b,generateStart
214668_c,getCrystalBeamTarget
214669_a,isCrystalInvulnerable
214671_b,getSpikes
214698_a,getEmptyConfig
214700_b,getExit
214701_c,isExact
214702_a,create
214714_a,getName
214715_a,byName
214744_a,init
214745_a,init
214746_a,init
214750_a,register
214806_a,init
214807_k,getStructurePieceType
214809_Y_,getRotation
214826_b,getJigsawPiece
214828_c,getPos
214829_e,getJunctions
214830_d,getGroundLevelDelta
214831_a,addJunction
214845_a,setPlacementBehaviour
214846_a,handleDataMarker
214849_a,getJigsawBlocks
214850_d,getGroundLevelDelta
214852_a,getBoundingBox
214853_a,getType
214854_c,getPlacementBehaviour
214857_a,getDataMarkers
214864_b,setProjectionOnEachElement
214868_a,getSize
214869_b,writeNBT
214893_c,getSourceZ
214895_a,getSourceX
214896_b,getSourceGroundY
214903_b,sin
214904_a,cos
214905_a,transform
214936_a,getName
214937_b,getStructureProcessors
214938_a,getBehaviour
214943_b,getShuffledPieces
214944_a,getRandomPiece
214945_a,getMaxSize
214946_c,getNumberOfPieces
214947_b,getName
214948_a,getFallback
214957_a,load
214992_a,findAvailableName
214993_b,resolveResourcePath
214994_b,containsReservedName
214995_a,isNormalized
214999_a,register
215069_a,getVersion
215072_e,getServerExecutor
215075_a,namedRunnable
215077_a,acceptOrElse
215079_b,gather
215081_a,streamOptional
215087_a,completedExceptionallyFuture
215092_a,withDisplay
215111_a,test
215114_a,test
215116_a,fromBuilders
215117_a,fromBounds
215120_d,villageHero
215121_a,test
215122_a,create
215124_a,create
215135_a,getName
215136_a,getType
215158_a,save
215160_a,copyFrom
215162_a,getNextId
215165_a,canJoinRaid
215167_a,get
215168_a,findOrCreateRaid
215170_a,badOmenTick
215171_a,tick
215173_e,incrementNextId
215174_a,findRaid
215180_a,getType
215181_a,test
215192_a,getType
215208_a,getOutputState
215209_b,getOutputNbt
215219_b,clearProcessors
215220_b,removeProcessor
215221_j,getProcessors
215222_a,addProcessor
215226_a,reload
215232_a,close
215234_a,registerFactory
215236_a,loadTextureLists
215244_a,loadTexture
215246_b,getTextureData
215248_a,getCompletableFuture
215256_a,makeSprites
215260_a,upload
215268_a,loadAsync
215276_a,getSplashText
215282_a,getSprite
215285_a,getSpriteForPainting
215286_b,getBackSprite
215288_a,getSprite
215289_a,updateListener
215290_a,tick
215292_b,isValidSound
215293_f,getDebugString
215294_c,isPlaying
215301_a,toJson
215304_a,getLootTableKeys
215311_a,getFOVModifier
215316_n,getActiveRenderInfo
215319_a,markForRerender
215321_a,markSurroundingsForRerender
215324_a,notifyBlockUpdate
215327_a,calculateParticleLevel
215328_b,markForRerender
215332_c,getEntityModel
215357_a,add
215358_a,get
215361_a,get
215366_a,getRecipes
215367_a,getRecipe
215369_c,getRecipeNonNull
215370_b,getRecipes
215371_a,getRecipe
215377_a,deserializeRecipe
215378_c,getKeys
215382_a,loadEntity
215388_b,getMutableBoundingBox
215389_a,register
215450_a,buildSurface
215451_a,setSeed
215452_a,getConfig
215457_a,dotGrad
215458_a,getPermutValue
215460_a,noiseAt
215461_a,maintainPrecision
215462_a,getValue
215463_a,getOctave
215464_a,noiseAt
215465_a,getContrib
215466_a,getPermutValue
215467_a,processGrad
215469_a,scheduleUpdate
215470_a,addToUpdate
215471_c,getLevel
215472_a,updateMinLevel
215473_f,scheduleUpdate
215474_a,propagateLevel
215475_b,propagateLevel
215476_a,setLevel
215477_a,computeLevel
215478_a,notifyNeighbors
215479_e,cancelUpdate
215480_b,getEdgeLevel
215481_b,needsUpdate
215482_a,minLevel
215483_b,processUpdates
215484_a,removeToUpdate
215485_a,isRoot
215491_b,updateSourceLevel
215492_b,getSourceLevel
215495_a,chunkLevelChanged
215496_d,hasPlayerInChunk
215497_a,processAllUpdates
215508_a,setViewDistance
215515_b,updateSourceLevel
215516_b,getSourceLevel
215517_b,setLight
215518_g,hasSection
215519_c,updateSectionStatus
215520_a,getArray
215521_h,getLight
215522_a,updateSections
215523_k,removeSection
215524_j,addSection
215525_d,getLightOrDefault
215526_b,setColumnEnabled
215527_a,hasSectionsToUpdate
215528_a,cancelSectionUpdates
215529_a,setData
215530_i,getOrCreateArray
215531_a,getArray
215532_c,processAllLevelUpdates
215533_d,updateAndNotify
215548_n,isSectionEnabled
215549_m,isAboveWorld
215550_a,isAboveBottom
215552_e,updateHasPendingUpdates
215563_a,runAllUpdates
215566_a,updateSectionStatus
215568_a,checkBlock
215569_a,getLightEngine
215570_a,hasLightWork
215571_a,enableLightSources
215572_a,getDebugInfo
215573_a,onBlockEmissionIncrease
215574_a,setData
215575_a,tick
215581_a,updateChunkStatus
215593_a,lightChunk
215611_b,getLightFor
215612_a,getData
215614_b,getDebugString
215615_a,getChunkReader
215616_a,tick
215617_a,checkLight
215621_a,setData
215622_a,getLevelFromArray
215624_c,invalidateCaches
215635_d,getLightValue
215638_c,getArray
215640_a,setArray
215641_a,copyArray
215642_b,hasArray
215643_c,invalidateCaches
215644_d,disableCaching
215654_b,copy
215655_c,isEmpty
215662_a,getActualHeight
215663_a,getFlow
215665_a,canDisplace
215666_c,isFullHeight
215673_c,getFlow
215676_d,getShape
215677_a,canDisplace
215679_a,getActualHeight
215682_a,isTopSolid
215685_b,getCollisionShape
215686_e,isNormalCube
215688_a,canEntitySpawn
215690_a,onProjectileCollision
215691_g,isTransparent
215692_c,cacheState
215693_a,getDrops
215695_r,getSoundType
215696_m,shouldBlockVision
215697_a,neighborChanged
215699_b,getContainer
215700_a,getShape
215702_a,getFaceOcclusionShape
215703_d,getAmbientOcclusionLightValue
215704_f,isCollisionShapeLargerThanFullBlock
215705_a,onBlockAdded
215706_a,spawnAdditionalDrops
215710_a,register
215714_a,pickRandom
215715_a,pickRandom
215721_a,getOffsetX
215722_b,getOffsetZ
215723_a,apply
215728_a,apply
215735_a,apply
215744_a,refineNodeType
215747_b,setCurrentPathLength
215752_a,getOrCreate
215753_b,get
215754_a,getDataFile
215755_a,load
215756_a,isCompressed
215757_a,set
215763_z,getScheduledEvents
215781_c,getSavesDir
215782_e,getStorageVersionId
215789_a,collectRegionFiles
215796_a,getReadOnlyLootTables
215830_a,getType
215835_a,of
215837_a,of
215838_a,of
215855_a,getRequiredParameters
215859_a,doApply
215860_a,builder
215863_b,builder
215865_a,uniformBonusCount
215869_a,oreDrops
215870_a,binomialWithBonusCount
215871_b,uniformBonusCount
215880_b,parsePath
215881_a,builder
215893_a,builder
215915_a,builder
215920_b,builderIn
215932_a,builder
215952_a,builder
215955_a,builder
215960_a,builder
215966_a,builder
215968_b,builder
215975_a,builder
215979_a,builder
215985_a,builder
215994_b,builder
215998_a,builder
215999_a,builder
216003_a,builder
216004_a,builder
216012_a,builder
216015_a,withParameter
216016_a,withSeed
216017_a,withDynamicDrop
216018_a,getWorld
216019_b,get
216020_a,withSeededRandom
216021_b,withNullableParameter
216022_a,build
216023_a,withRandom
216024_a,assertPresent
216029_a,getParameter
216031_c,get
216032_b,getRandom
216033_a,has
216034_a,generateDynamicDrop
216038_b,build
216039_a,setParameterSet
216040_a,addLootPool
216044_b,build
216045_a,addEntry
216046_a,rolls
216052_b,build
216053_g,getConditions
216055_a,addOperation
216056_a,replaceOperation
216075_a,addLootEntry
216080_a,alternatively
216081_b,build
216084_a,getFunctions
216085_b,quality
216086_a,weight
216091_a,generate
216095_b,generateRoll
216096_a,builder
216113_a,generate
216114_a,recursiveGenerate
216118_a,fillInventory
216119_b,builder
216120_b,generate
216122_a,getParameterSet
216124_a,capStackSizes
216130_a,deserialize
216131_a,serialize
