211905_kt,DEAD_HORN_CORAL_FAN
211906_h,facing
211921_d,NAME_NO_CHANGE
211922_B,WALL_CORALS
211923_H,IMPERMEABLE
212109_a,callback
212110_s,parentScreen
212111_t,message
212148_g,simulatedRightClicks
212164_a,state
212165_b,adjacentState
212166_c,side
212185_E,TRAPDOORS
212186_k,WOODEN_TRAPDOORS
212187_B,TRAPDOORS
212188_k,WOODEN_TRAPDOORS
212203_f,optimizer
212219_a,LOGGER
212220_b,THREAD_FACTORY
212221_c,worldStorage
212223_e,thread
212224_f,active
212225_g,done
212232_n,totalProgress
212233_o,totalChunks
212234_p,converted
212235_q,skipped
212236_r,statusText
212243_a,recipe
212249_f,name
212251_f,name
212348_a,PROGRESS_BAR_COLORS
212352_g,searchField
212353_B,removeRecipeBookGui
212367_h,renderText
212400_a,chunkStartX
212401_b,chunkStartZ
212402_c,cacheStartPos
212403_d,cacheSizeX
212404_e,cacheSizeY
212405_f,cacheSizeZ
212406_g,chunks
212408_i,world
212428_f,skipExistingChunks
212439_a,chunks
212442_l,frames
212460_b,EMPTY_GLYPH
212461_c,GLYPH_ADVANCE_SPACE
212462_d,RANDOM
212463_j,mapTexturedGlyphs
212500_b,BROKEN_ASSETS_FALLBACK
212536_a,LOGGER
212544_m,progress
212545_b,IS_LIVING_ALIVE
212547_aX,name
212556_a,UPDATE_ORDER
212559_a,SHAPE
212560_b,WATERLOGGED
212561_a,SHAPE
212562_c,deadBlock
212563_a,WATERLOGGED
212565_c,fluidStatesCache
212569_a,UNSTABLE
212585_jY,DEAD_TUBE_CORAL
212586_jZ,DEAD_BRAIN_CORAL
212587_ka,DEAD_BUBBLE_CORAL
212588_kb,DEAD_FIRE_CORAL
212589_kc,DEAD_HORN_CORAL
212604_a,INCOMPLETE_EXCEPTION
212605_b,EXAMPLES
212616_e,LOGGER
212617_f,REGISTRY
212618_g,BLOCK
212619_h,FLUID
212620_i,MOTIVE
212621_j,POTION
212623_l,CUSTOM_STAT
212626_o,BLOCK_ENTITY_TYPE
212628_q,ENCHANTMENT
212629_r,ENTITY_TYPE
212630_s,ITEM
212631_t,EFFECTS
212632_u,PARTICLE_TYPE
212633_v,SOUND_EVENT
212634_w,STATS
212646_x,UNSTABLE
212660_b,oldSize
212661_c,newSize
212662_d,endTime
212663_e,startTime
212664_f,transitionTime
212667_b,size
212668_c,minX
212669_d,minZ
212670_e,maxX
212671_f,maxZ
212674_i,state
212688_f,references
212726_a,TOO_BIG_EXCEPTION
212727_b,QUERY_FAILURE_EXCEPTION
212728_c,FAILED_ADD_EXCEPTION
212729_d,REMOVE_FAILED_EXCEPTION
212735_F,DAMAGE_DEALT_ABSORBED
212736_G,DAMAGE_DEALT_RESISTED
212737_I,DAMAGE_BLOCKED_BY_SHIELD
212738_J,DAMAGE_ABSORBED
212739_K,DAMAGE_RESISTED
212740_X,CLEAN_SHULKER_BOX
212741_H,UNDERWATER_BONEMEALS
212742_K,CORAL_PLANTS
212747_a,GSON
212758_b,nextIdx
212762_a,cachedValues
212771_a,pos
212772_b,rotation
212773_c,entityId
212776_a,LOGGER
212778_c,savedDatum
212813_a,groupLeader
212814_b,groupSize
212816_F,pos
212822_a,groupLeader
212902_b,ref
212923_a,HEIGHTMAP_NAMES
212924_f,chunkPos
212925_g,chunk
212926_h,futureChunk
212933_a,category
212935_e,textureWidth
212936_f,textureHeight
212940_a,isForward
212941_b,playTurnSound
212943_a,checked
212944_b,TEXTURE
212948_a,u
212949_b,v
212956_h,isShiftDown
212973_a,MOJANG_LOGO_TEXTURE
212974_b,mc
212975_c,asyncReloader
212976_d,completedCallback
212977_e,reloading
212978_f,progress
212979_g,fadeOutStart
212980_h,fadeInStart
212986_a,OPTIONS
213003_c,callbackFunction
213023_c,isHardcoreMode
213040_a,tracker
213041_b,lastNarratorUpdateTime
213042_c,COLORS
213046_c,OPTIONS
213062_f,worldDifficulty
213098_a,PANORAMA_RESOURCES
213099_c,PANORAMA_OVERLAY_TEXTURES
213100_d,ACCESSIBILITY_TEXTURES
213101_e,showTitleWronglySpelled
213102_y,showFadeInAnimation
213103_z,firstRenderTime
213107_d,OPTIONS
213108_e,mipmapLevels
213127_e,playerInventory
213137_a,name
213138_b,inner
213139_a_,DUMMY
213152_a,queue
213153_b,LOGGER
213154_c,flags
213155_d,delegate
213156_e,name
213171_b,name
213172_c,LOGGER
213173_d,queue
213174_e,drivers
213179_a,executionThread
213180_b,stopped
213183_b,running
213213_ab,runTasksUntil
213214_ac,isRunningScheduledTasks
213215_ap,frameTimer
213217_au,backgroundExecutor
213218_av,serverId
213219_c,DEMO_WORLD_SETTINGS
213220_d,chunkStatusListenerFactory
213225_q,serverGui
213271_aF,splashes
213272_aL,paintingSprites
213273_aM,potionSprites
213274_aO,game
213275_aU,queueChunkTracking
213276_aV,futureRefreshResources
213277_ad,refChunkStatusListener
213279_p,loadingGui
213325_aI,size
213326_aJ,eyeHeight
213327_at,motion
213328_B,motionMultiplier
213330_X,POSE
213331_b,NEXT_ENTITY_ID
213377_as,SLEEPING_SIZE
213378_br,brain
213379_bs,BED_POSITION
213400_bI,leashHolderID
213401_bK,homePosition
213402_bL,maximumHomeDistance
213405_bO,PLAYER_INVADER_CONDITION
213425_bD,TEXTURE_BY_ID
213426_bE,BREEDING_ITEMS
213427_bF,CAT_TYPE
213430_bI,COLLAR_COLOR
213431_bJ,avoidPlayerGoal
213432_bK,temptGoal
213441_bD,TARGET_ENTITIES
213447_bB,effectDuration
213448_bD,lightningUUID
213449_bz,MOOSHROOM_TYPE
213450_bA,hasStewEffect
213509_bB,TRUSTED_UUID_SECONDARY
213510_bD,TRUSTED_UUID_MAIN
213511_bE,TRUSTED_TARGET_SELECTOR
213512_bF,STALKABLE_PREY
213513_bG,IS_PREY
213514_bH,SHOULD_AVOID
213515_bI,attackAnimals
213516_bJ,attackTurtles
213517_bK,attackFish
213518_bL,interestedAngle
213519_bM,interestedAngleO
213520_bN,crouchAmount
213521_bO,crouchAmountO
213522_bP,eatTicks
213523_bz,FOX_TYPE
213524_bA,FOX_FLAGS
213532_bA,IS_TRUSTING
213593_bB,SNEEZE_COUNTER
213594_bD,EAT_COUNTER
213595_bE,MAIN_GENE
213596_bF,HIDDEN_GENE
213597_bG,PANDA_FLAGS
213598_bH,gotBamboo
213599_bI,didBite
213600_bJ,rollDelta
213601_bK,sitAmount
213602_bL,sitAmountO
213603_bM,onBackAmount
213604_bN,onBackAmountO
213605_bO,rollAmount
213606_bP,rollAmountO
213607_bQ,PANDA_ITEMS
213608_bz,rollCounter
213609_bA,UNHAPPY_COUNTER
213618_bK,MOMMY_TARGETING
213639_b,patrolTarget
213640_c,patrolLeader
213641_d,patrolling
213664_bB,joinDelay
213665_b,bannerPredicate
213666_c,CELEBRATING
213667_d,raid
213668_bz,wave
213669_bA,canJoinRaid
213676_b,DATA_CHARGING_STATE
213677_bz,inventory
213689_bB,roarTick
213691_bz,attackTick
213692_bA,stunTick
213699_bC,HARD_DIFFICULTY_PREDICATE
213709_c,offers
213710_d,xp
213722_bB,villagerInventory
213724_bz,offers
213725_bA,customer
213737_bB,despawnDelay
213738_bA,wanderTarget
213774_bB,JOB_SITE_PREDICATE_MAP
213775_bC,VILLAGER_DATA
213776_bD,ALLOWED_INVENTORY_ITEMS
213777_bF,leveledUp
213778_bG,previousCustomer
213781_bL,foodLevel
213782_bM,gossip
213783_bN,lastGossipTime
213784_bO,xp
213785_bP,lastRestock
213786_bQ,MEMORY_TYPES
213787_bR,SENSOR_TYPES
213788_bA,FOOD_VALUES
213793_bB,offers
213794_bC,xp
213795_c,VILLAGER_DATA
213798_bB,ENEMY_CONDITION
213802_bJ,despawnDelay
213835_bs,STANDING_SIZE
213836_b,SIZE_BY_POSE
213837_d,worldClient
213851_cv,managedSectionPos
213852_b,dragon
213875_aA,hitEntities
213876_as,PIERCE_LEVEL
213877_ay,hitSound
213878_az,piercedEntities
213886_e,ITEMSTACK_DATA
213899_f,STACK
213909_b,customName
213916_a,state
213917_b,world
213918_c,pos
213919_d,inserted
213920_a,state
213921_b,world
213922_c,pos
213923_d,extracted
213934_g,beamColorSegments
213935_i,beaconSize
213936_m,lockCode
213937_n,beaconData
213943_a,ringingTicks
213944_b,isRinging
213945_c,ringDirection
213946_g,ringTime
213947_h,entitiesAtRing
213948_i,shouldReveal
213949_j,revealWarmup
213966_a,barrelContents
213967_b,numPlayersUsing
213987_a,inventory
213988_b,cookingTimes
213989_c,cookingTotalTimes
214012_a,items
214013_b,furnaceData
214014_c,recipeType
214015_g,SLOTS_UP
214016_h,SLOTS_DOWN
214017_i,SLOTS_HORIZONTAL
214018_j,burnTime
214019_k,burnTimeTotal
214020_l,cookTime
214021_m,cookTimeTotal
214022_n,recipes
214027_e,exp
214048_a,inventory
214050_c,book
214051_g,page
214052_h,pages
214061_c,finalState
214073_l,textColor
214085_w,tagSearchResults
214088_k,recipeGui
214089_l,BUTTON_TEXTURE
214090_m,widthTooNarrowIn
214091_n,guiTexture
214092_l,GUI_TEXTURE
214094_l,GUI_TEXTURE
214105_n,primaryEffect
214106_o,secondaryEffect
214109_k,CONTAINER_TEXTURE
214110_k,GRINDSTONE_GUI_TEXTURES
214113_k,LOOM_GUI_TEXTURES
214119_q,bannerStack
214120_r,dyeStack
214121_s,patternStack
214123_u,displayPatternsIn
214127_y,isScrolling
214128_z,indexStarting
214146_k,BACKGROUND_TEXTURE
214147_l,sliderProgress
214148_m,clickedOnSroll
214149_n,recipeIndexOffset
214150_o,hasItemsInInputSlot
214166_a,EMPTY_BOOK
214167_b,BOOK_TEXTURES
214168_c,bookInfo
214169_d,currPage
214170_e,cachedPageLines
214171_f,cachedPage
214172_g,buttonNextPage
214173_h,buttonPreviousPage
214174_i,pageTurnSounds
214232_a,editingPlayer
214233_b,book
214234_c,bookIsModified
214235_d,bookGettingSigned
214236_e,updateCount
214237_f,currPage
214238_g,bookPages
214239_h,bookTitle
214242_k,lastClickTime
214243_l,cachedPage
214244_m,buttonNextPage
214245_n,buttonPreviousPage
214246_o,buttonDone
214247_p,buttonSign
214248_q,buttonFinalize
214249_r,buttonCancel
214250_s,hand
214262_d,finalStateField
214263_e,doneButton
214267_d,textInputUtil
214357_a,LOGGER
214367_b,RESOURCE_PACK_TEXTURES
214380_a,listener
214381_b,dragging
214385_a,widgets
214428_a,mc
214430_c,resourcePackList
214431_d,pack
214482_aJ,BAMBOO
214483_aK,DECORATED
214486_aN,FILL_LAYER
214487_aO,BONUS_CHEST
214555_a,LOADING_CACHE
214558_a,PILLAGE_OUTPOST_ENEMIES
214559_aS,CREATURE_SPAWN_LIST
214562_a,DIRECTIONS
214564_a,VOID_SPAWN_POS
214565_aS,VOID_SPAWN_CHUNK_POS
214566_a,BAMBOO_BASE
214567_aS,BAMBOO_LARGE_LEAVES_GROWN
214568_aT,BAMBOO_LARGE_LEAVES
214569_aU,BAMBOO_SMALL_LEAVES
214630_a,DUMMY
214631_d,rand
214632_e,structure
214636_a,height
214637_b,state
214644_a,EMPTY_CONFIG
214674_a,crystalInvulnerable
214675_b,spikes
214676_c,crystalBeamTarget
214678_a,state
214680_a,startPool
214681_b,size
214689_a,feature
214690_b,decorator
214693_a,state
214704_a,exit
214717_c,BY_NAME
214718_d,name
214727_c,noiseOffset
214751_aa,WOODLAND_MANSION_TEMPLATE
214752_ab,BURIED_TREASURE_PIECE
214753_ac,SHIPWRECK
214754_A,STRONGHOLD_PORTAL_ROOM
214755_B,STRONGHOLD_PRISON
214756_C,STRONGHOLD_RIGHT_TURN
214757_D,STRONGHOLD_ROOM_CROSSING
214758_E,STRONGHOLD_STAIRS
214759_F,STRONGHOLD_STAIRS_2
214760_G,STRONGHOLD_STRAIGHT
214761_H,STRONGHOLD_STAIRS_STRAIGHT
214762_I,JUNGLE_PYRAMID_PIECE
214763_J,OCEAN_RUIN_PIECE
214764_K,IGLOO_PIECE
214765_L,SWAMP_HUT_PIECE
214766_M,DESERT_PYRAMID_PIECE
214767_N,OCEAN_MONUMENT_BUILDING
214768_O,OCEAN_MONUMENT_CORE_ROOM
214769_P,OCEAN_MONUMENT_DOUBLE_X_ROOM
214770_Q,OCEAN_MONUMENT_DOUBLE_XY_ROOM
214771_R,OCEAN_MONUMENT_DOUBLE_Y_ROOM
214772_S,OCEAN_MONUMENT_DOUBLE_YZ_ROOM
214773_T,OCEAN_MONUMENT_DOUBLE_Z_ROOM
214774_U,OCEAN_MONUMENT_ENTRY_ROOM
214775_V,OCEAN_MONUMENT_PENTHOUSE
214776_W,OCEAN_MONUMENT_SIMPLE_ROOM
214777_X,OCEAN_MONUMENT_SIMPLE_TOP_ROOM
214778_Y,OCEAN_MONUMENT_WING_ROOM
214779_Z,END_CITY_TEMPLATE
214780_a,MINESHAFT_CORRIDOR
214781_b,MINESHAFT_CROSSING
214782_c,MINESHAFT_ROOM
214783_d,MINESHAFT_STAIRS
214786_g,NETHER_FORTRESS_CROSSING_3
214787_h,NETHER_FORTRESS_END
214788_i,NETHER_FORTRESS_STRAIGHT
214789_j,NETHER_FORTRESS_CORRIDOR_3
214790_k,NETHER_FORTRESS_CORRIDOR_4
214791_l,NETHER_FORTRESS_ENTRANCE
214792_m,NETHER_FORTRESS_CROSSING_2
214793_n,NETHER_FORTRESS_CORRIDOR
214794_o,NETHER_FORTRESS_CORRIDOR_5
214795_p,NETHER_FORTRESS_CORRIDOR_2
214796_q,NETHER_FORTRESS_NETHER_STALK_ROOM
214797_r,NETHER_FORTRESS_THRONE
214798_s,NETHER_FORTRESS_CROSSING
214799_t,NETHER_FORTRESS_STAIRS
214800_u,NETHER_FORTRESS_START
214801_v,STRONGHOLD_CHEST_CORRIDOR
214802_w,STRONGHOLD_CORRIDOR
214803_x,STRONGHOLD_CROSSING
214804_y,STRONGHOLD_LEFT_TURN
214805_z,STRONGHOLD_LIBRARY
214811_d,structurePieceType
214825_d,LOGGER
214832_a,jigsawPiece
214833_b,pos
214834_c,rotation
214835_d,groundLevelDelta
214836_e,junctions
214837_f,templateManager
214842_a,feature
214844_c,chance
214855_a,projection
214856_a,INSTANCE
214862_b,processors
214867_a,elements
214870_a,configuredFeature
214871_b,nbt
214876_a,villagePiece
214877_b,free
214878_c,boundsTop
214879_d,depth
214882_a,maxDepth
214883_b,pieceFactory
214884_c,chunkGenerator
214885_d,templateManager
214886_e,structurePieces
214887_f,rand
214888_g,availablePieces
214892_b,LOGGER
214898_a,sourceX
214899_b,sourceGroundY
214900_c,sourceZ
214901_d,deltaY
214902_e,destProjection
214911_b,ALWAYS_TRUE
214912_c,BLOCK_MATCH
214913_d,BLOCKSTATE_MATCH
214914_e,TAG_MATCH
214915_f,RANDOM_BLOCK_MATCH
214916_g,RANDOM_BLOCKSTATE_MATCH
214920_b,BLOCK_IGNORE
214921_c,BLOCK_ROT
214922_d,GRAVITY
214923_e,JIGSAW_REPLACEMENT
214924_f,RULE
214925_g,NOP
214928_b,SINGLE_POOL_ELEMENT
214929_c,LIST_POOL_ELEMENT
214930_d,FEATURE_POOL_ELEMENT
214931_e,EMPTY_POOL_ELEMENT
214939_c,BEHAVIOURS
214940_d,name
214941_e,structureProcessors
214951_c,name
214952_d,rawTemplates
214953_e,jigsawPieces
214954_f,fallback
214956_h,maxSize
214958_a,LOGGER
214959_b,id
214960_c,name
214961_d,stable
214962_e,worldVersion
214963_f,protocolVersion
214964_g,packVersion
214965_h,buildTime
214966_i,releaseTarget
214996_a,DUPLICATE_NAME_COUNT_PATTERN
214997_b,RESERVED_FILENAMES_PATTERN
215003_B,MAGMA
215004_C,EMERALD_ORE
215005_D,LAVA_LAKE
215006_E,WATER_LAKE
215008_G,DARK_OAK_TREE
215009_H,ICEBERG
215011_J,END_ISLAND
215013_L,END_GATEWAY
215022_h,NOPE
215036_v,TOP_SOLID_HEIGHTMAP
215039_y,CARVING_MASK
215071_d,version
215090_b,NEXT_SERVER_WORKER_ID
215091_c,SERVER_EXECUTOR
215096_a,decorator
215097_b,config
215099_F,SHOT_CROSSBOW
215100_G,KILLED_BY_CROSSBOW
215101_H,HERO_OF_THE_VILLAGE
215102_I,VOLUNTARY_EXILE
215107_a,ID
215112_a,ID
215118_a,entities
215119_b,bounds
215123_a,itemPredicate
215137_c,BY_NAME
215138_d,name
215159_a,LOGGER
215161_h,locked
215163_a,usedIds
215175_a,byId
215176_b,world
215177_c,nextAvailableId
215178_d,tick
215183_a,block
215184_a,state
215185_a,block
215186_b,probability
215187_a,state
215188_b,probability
215189_a,tag
215190_a,INSTANCE
215195_a,integrity
215196_a,INSTANCE
215197_a,heightmap
215198_b,offset
215199_a,INSTANCE
215201_a,rules
215204_a,STRUCTURE_BLOCK
215205_b,AIR
215206_c,AIR_AND_STRUCTURE_BLOCK
215207_d,blocks
215214_a,inputPredicate
215215_b,locationPredicate
215216_c,outputState
215217_d,outputNbt
215224_k,processors
215241_b,TYPES
215242_i,sprites
215243_j,atlas
215252_g,textureDataFuture
215262_g,LOCATION_PARTICLES_TEXTURE
215265_o,maximumTextureSize
215278_a,SPLASHES_LOCATION
215279_b,RANDOM
215280_c,possibleSplashes
215281_d,gameSession
215284_a,textureAtlas
215287_a,LOCATION_BACK_SPRITE
215299_d,entityTypes
215317_L,activeRender
215335_a,entityRenderer
215339_a,CAT_COLLAR
215340_b,model
215342_b,TRADER_LLAMA
215346_a,parrotModel
215359_a,ITEMS
215360_b,TAGS
215390_A,GRASS_DIRT_SAND_CONFIG
215391_B,SAND_CONFIG
215392_C,RED_SAND_WHITE_TERRACOTTA_GRAVEL_CONFIG
215393_D,MYCELIUM_DIRT_GRAVEL_CONFIG
215394_E,NETHERRACK_CONFIG
215395_F,END_STONE_CONFIG
215396_G,DEFAULT
215397_H,MOUNTAIN
215398_I,SHATTERED_SAVANNA
215399_J,GRAVELLY_MOUNTAIN
215400_K,GIANT_TREE_TAIGA
215401_L,SWAMP
215402_M,BADLANDS
215403_N,WOODED_BADLANDS
215404_O,ERODED_BADLANDS
215405_P,FROZEN_OCEAN
215406_Q,NETHER
215407_R,NOPE
215410_g,DIRT
215411_h,GRASS_BLOCK
215412_i,PODZOL
215413_j,GRAVEL
215414_k,STONE
215415_l,COARSE_DIRT
215416_m,SAND
215417_n,RED_SAND
215418_o,WHITE_TERRACOTTA
215419_p,MYCELIUM
215420_q,NETHERRACK
215421_r,END_STONE
215423_t,PODZOL_DIRT_GRAVEL_CONFIG
215424_u,GRAVEL_CONFIG
215425_v,GRASS_DIRT_GRAVEL_CONFIG
215427_x,STONE_STONE_GRAVEL_CONFIG
215428_y,CORASE_DIRT_DIRT_GRAVEL_CONFIG
215429_z,SAND_SAND_GRAVEL_CONFIG
215434_S,WHITE_TERRACOTTA
215436_T,ORANGE_TERRACOTTA
215438_U,TERRACOTTA
215440_V,YELLOW_TERRACOTTA
215441_W,BROWN_TERRACOTTA
215442_X,RED_TERRACOTTA
215443_Y,LIGHT_GRAY_TERRACOTTA
215444_S,WHITE_TERRACOTTA
215445_T,ORANGE_TERRACOTTA
215446_U,TERRACOTTA
215447_S,WHITE_TERRACOTTA
215448_T,ORANGE_TERRACOTTA
215449_U,TERRACOTTA
215453_a,builder
215454_b,config
215468_a,GRADS
215486_a,levelCount
215487_b,updatesByLevel
215488_c,propagationLevels
215489_d,minLevelToUpdate
215490_e,needsUpdate
215498_a,chunksInRange
215499_b,range
215512_e,viewDistance
215534_a,EMPTY_ARRAY
215535_b,activeLightSections
215536_c,addedEmptySections
215537_d,addedActiveLightSections
215538_e,uncachedLightData
215539_f,cachedLightData
215540_g,dirtyCachedSections
215541_h,changedLightPositions
215542_i,newArrays
215543_j,hasSectionsToUpdate
215544_k,DIRECTIONS
215545_l,type
215546_m,chunkProvider
215547_n,noLightSections
215553_p,hasPendingUpdates
215555_l,sectionsWithLight
215556_m,pendingAdditions
215557_n,pendingRemovals
215558_o,enabledColumns
215565_b,levels
215576_a,blockLight
215577_b,skyLight
215604_a,LOGGER
215607_d,chunkManager
215625_a,chunkProvider
215626_b,type
215627_c,storage
215628_d,DIRECTIONS
215630_f,scratchPos
215631_g,recentPositions
215632_h,recentChunks
215633_d,DIRECTIONS
215634_e,CARDINALS
215636_d,DIRECTIONS
215637_e,mutablePos
215645_a,arrays
215646_b,recentPositions
215647_c,recentArrays
215648_d,useCaching
215652_b,minY
215653_c,surfaceSections
215707_c,cache
215708_d,lightLevel
215709_e,transparent
215711_w,SHULKER
215712_y,BAMBOO_SAPLING
215713_z,BAMBOO
215718_b,noise
215719_e,seed
215720_f,positionSeed
215741_a,LOGGER
215751_d,searchDepth
215758_c,dataFixer
215759_d,folder
215785_a,LOGGER
215786_c,savesDir
215787_d,backupsDir
215788_e,dataFixer
215797_af,GAMEPLAY_CAT_MORNING_GIFT
215798_ag,GAMEPLAY_HERO_OF_THE_VILLAGE_ARMORER_GIFT
215799_ah,GAMEPLAY_HERO_OF_THE_VILLAGE_BUTCHER_GIFT
215800_ai,GAMEPLAY_HERO_OF_THE_VILLAGE_CARTOGRAPHER_GIFT
215801_aj,GAMEPLAY_HERO_OF_THE_VILLAGE_CLERIC_GIFT
215802_ak,GAMEPLAY_HERO_OF_THE_VILLAGE_FARMER_GIFT
215803_al,GAMEPLAY_HERO_OF_THE_VILLAGE_FISHERMAN_GIFT
215804_am,GAMEPLAY_HERO_OF_THE_VILLAGE_FLETCHER_GIFT
215805_an,GAMEPLAY_HERO_OF_THE_VILLAGE_LEATHERWORKER_GIFT
215806_ao,GAMEPLAY_HERO_OF_THE_VILLAGE_LIBRARIAN_GIFT
215807_ap,GAMEPLAY_HERO_OF_THE_VILLAGE_MASON_GIFT
215808_aq,GAMEPLAY_HERO_OF_THE_VILLAGE_SHEPHERD_GIFT
215809_ar,GAMEPLAY_HERO_OF_THE_VILLAGE_TOOLSMITH_GIFT
215810_as,GAMEPLAY_HERO_OF_THE_VILLAGE_WEAPONSMITH_GIFT
215813_K,CHESTS_PILLAGER_OUTPOST
215814_e,CHESTS_VILLAGE_VILLAGE_WEAPONSMITH
215815_f,CHESTS_VILLAGE_VILLAGE_TOOLSMITH
215816_g,CHESTS_VILLAGE_VILLAGE_ARMORER
215817_h,CHESTS_VILLAGE_VILLAGE_CARTOGRAPHER
215818_i,CHESTS_VILLAGE_VILLAGE_MASON
215819_j,CHESTS_VILLAGE_VILLAGE_SHEPHERD
215820_k,CHESTS_VILLAGE_VILLAGE_BUTCHER
215821_l,CHESTS_VILLAGE_VILLAGE_FLETCHER
215822_m,CHESTS_VILLAGE_VILLAGE_FISHER
215823_n,CHESTS_VILLAGE_VILLAGE_TANNERY
215824_o,CHESTS_VILLAGE_VILLAGE_TEMPLE
215825_p,CHESTS_VILLAGE_VILLAGE_DESERT_HOUSE
215826_q,CHESTS_VILLAGE_VILLAGE_PLAINS_HOUSE
215827_r,CHESTS_VILLAGE_VILLAGE_TAIGA_HOUSE
215828_s,CHESTS_VILLAGE_VILLAGE_SNOWY_HOUSE
215829_t,CHESTS_VILLAGE_VILLAGE_SAVANNA_HOUSE
215831_a,CONSTANT
215832_b,UNIFORM
215833_c,BINOMIAL
215836_d,value
215841_d,n
215842_e,p
215861_a,combinedConditions
215862_b,conditions
215876_c,enchantment
215894_a,source
215939_a,LOGGER
215945_a,replace
215946_c,lore
215958_a,enchantment
215959_b,chances
215962_a,conditions
215963_b,contextPredicate
215967_a,predicate
215971_a,INSTANCE
215977_a,predicate
215981_a,term
215990_a,block
215991_b,properties
215996_a,INSTANCE
216001_a,predicate
216009_a,raining
216010_b,thundering
216014_a,predicate
216025_b,lootParameters
216027_d,rand
216030_f,parameter
216035_a,random
216036_f,parameters
216041_a,lootPools
216042_b,lootFunctions
216043_c,parameterSet
216047_a,entries
216048_b,conditions
216049_c,functions
216050_d,rolls
216051_e,bonusRolls
216054_a,conditions
216057_a,source
216058_b,operations
216071_a,function
216076_a,lootEntries
216083_a,lootEntries
216087_a,weight
216088_b,quality
216089_c,functions
216090_c,builder
216101_c,combinedConditions
216102_d,functions
216103_e,combinedFunctions
216126_b,DEFAULT_PARAMETER_SET
216127_d,parameterSet
216128_f,functions
216129_g,combinedFunctions
216132_a,GENERATOR_MAP
216144_d,conditions
216147_c,entries
216148_e,children
216157_c,combinedFunctions
216158_e,weight
216159_f,quality
216160_g,functions
216161_h,generator
216166_h,name
216180_c,tag
216181_h,expand
216209_b,bonusMultiplier
216212_b,extra
216213_c,probability
216217_a,source
216219_c,target
216221_e,action
216224_e,sourceName
216225_f,lootParam
216230_d,op
216236_e,name
216237_f,parameter
216242_a,IDENTITY
216248_a,id
216260_a,EMPTY
216261_b,CHEST
216262_c,FISHING
216263_d,ENTITY
216264_e,GIFT
216265_f,ADVANCEMENT
216266_g,GENERIC
216267_h,BLOCK
216268_i,REGISTRY
216272_a,required
216273_b,optional
216278_a,required
216279_b,all
216281_a,THIS_ENTITY
216282_b,LAST_DAMAGE_PLAYER
216283_c,DAMAGE_SOURCE
216284_d,KILLER_ENTITY
216285_e,DIRECT_KILLER_ENTITY
216287_g,BLOCK_STATE
216288_h,BLOCK_ENTITY
216289_i,TOOL
216290_j,EXPLOSION_RADIUS
216300_a,block
216302_c,desiredProperties
216303_a,conditions
216312_a,typeId
216313_b,clazz
216315_a,tagName
216319_a,triggerTime
216320_b,uniqueId
216321_c,name
216322_d,callback
216333_a,LOGGER
216335_c,entries
216336_d,nextUniqueId
216337_e,byName
216343_b,LOGGER
216349_b,entity
216355_b,face
216356_c,pos
216357_d,isMiss
216358_e,inside
216379_a,DUMMY
216381_c,posY
216382_d,item
216389_a,INFINITY
216400_a,maxSoundSources
216401_b,activeSoundSources
216410_a,LOGGER
216411_b,device
216412_c,context
216413_d,DUMMY_HANDLER
216414_e,staticHandler
216415_f,streamingHandler
216416_g,listener
216440_a,LOGGER
216441_b,id
216442_c,playing
216443_d,defaultByteBufferCapacity
216444_e,audioStream
216449_a,storedBuffers
216450_b,bufferCapacity
216451_c,filledBytes
216452_d,currentBuffer
216461_a,pointer
216462_b,format
216463_c,stream
216464_d,buffer
216471_b,volume
216475_a,inputBuffer
216476_b,audioFormat
216477_c,hasBuffer
216478_d,buffer
216484_a,LOGGER
216490_a,buffer
216494_a,width
216495_b,height
216496_c,fullscreenWidth
216497_d,fullscreenHeight
216498_e,fullscreen
216517_a,monitorsById
216520_d,monitorFactory
216530_A,vsync
216531_d,monitorHandler
216532_z,framerateLimit
216545_a,LOGGER
216573_d,VALUES
216574_e,id
216575_f,resourceKey
216677_A,AUTO_SUGGEST_COMMANDS
216678_B,CHAT_COLOR
216679_C,CHAT_LINKS
216680_D,CHAT_LINKS_PROMPT
216681_E,DISCRETE_MOUSE_SCROLL
216682_F,VSYNC
216683_G,ENTITY_SHADOWS
216684_H,FORCE_UNICODE_FONT
216685_I,INVERT_MOUSE
216686_J,REALMS_NOTIFICATIONS
216687_K,REDUCED_DEBUG_INFO
216688_L,SHOW_SUBTITLES
216689_M,SNOOPER
216690_N,TOUCHSCREEN
216691_O,FULLSCREEN
216692_P,VIEW_BOBBING
216694_a,BIOME_BLEND_RADIUS
216695_b,CHAT_HEIGHT_FOCUSED
216696_c,CHAT_HEIGHT_UNFOCUSED
216697_d,CHAT_OPACITY
216698_e,CHAT_SCALE
216699_f,CHAT_WIDTH
216700_g,FOV
216701_h,FRAMERATE_LIMIT
216703_j,GAMMA
216704_k,MIPMAP_LEVELS
216705_l,MOUSE_WHEEL_SENSITIVITY
216706_m,RENDER_DISTANCE
216707_n,SENSITIVITY
216708_o,ACCESSIBILITY_TEXT_BACKGROUND_OPACITY
216709_p,AO
216710_q,ATTACK_INDICATOR
216711_r,CHAT_VISIBILITY
216712_s,GRAPHICS
216713_t,GUI_SCALE
216714_u,MAIN_HAND
216715_v,NARRATOR
216716_w,PARTICLES
